User,Session,Context,Utterance,Gist,Response,ASR_Error,Gist_Correct,Response_Appropriate
p28,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",Cayman it's at that the ct scan showed a mass in your lung and that a travel to the bone and after you were treated with radiation the masted and change much does that make sense so far,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,1,0,0
p28,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,So actually they found a mass in your lung and it travel to the bone even after you got the radiation the masted and change in size does that make sense,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i'm still not hearing you very well. i'm just really anxious. i have some more questions for now, maybe we can come back to it later.",0,0,0
p28,1,Could you try your best to explain the test results to me ?,So even after the radiation the mass in your lung didn't change in size so the tumor hasn't changed in size,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p28,1,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",So the lump that they found in your lung that was cancerous even after you had the radiation it didn't change in size unfortunately,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm not hearing you very well. would you mind speaking more clearly ?,0,0,0
p28,1,I'm not hearing you very well. would you mind speaking more clearly ?,Dumbass that they found in your lung even after your radiation therapy it didn't change in size,((DID I GET RADIATION TREATMENT ?)),"I did get radiation treatment, for about five weeks . i finished about six weeks ago .",0,-1,-1
p28,1,"I did get radiation treatment, for about five weeks . i finished about six weeks ago .",And how do you feel about that,((WHAT DO I UNDERSTAND ?)),"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",0,-1,1
p28,1,"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",So unfortunately the tumor that they found in your lung didn't change in size or didn't improve even after you got your radiation treatment,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,-1,-1
p28,1,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,So because they found a lump in your lung that is cancerous you had radiation therapy and the mass didn't improve in size are,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I think we should discuss treatment in a follow up appointment after i've had the chance to explain my condition to my family.,0,-1,-1
p28,1,I think we should discuss treatment in a follow up appointment after i've had the chance to explain my condition to my family.,This mass means that you have cancer in your lung and that it also travel to the bone so it means that unfortunately there is a poor prognosis for this,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,-1
p28,1,What do you think this means for me in the future ?,Yeah so i know it's hard to say but frankly to be honest i think it means that you're not going to have much time to live,((THE PROGNOSIS IS THAT I DO NOT HAVE LONG LEFT TO LIVE |.|)),"I know i've been getting worse recently, but i don't feel that bad yet . how long do you think i really have left ?",0,1,1
p28,1,"I know i've been getting worse recently, but i don't feel that bad yet . how long do you think i really have left ?",Yeah and i'm sorry that that you feel that way and unfortunately we can't tell but we can definitely discuss those details in a follow-up appointment how do you feel so far,((HOW DO I FEEL ABOUT MY PROGNOSIS ?)),I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,0,1,1
p28,1,I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,It's definitely not improved since the last time you got treatment so it means that other treatment options won't be very good for you as well,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,-1,-1
p28,1,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,Send sophie so in terms of your future and means that this condition is not going to let you live too much further,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p28,1,"I'm just scared about it getting worse , and not being able to be there for my family .",I know those are very hard sentiments to confront what do you think about everything that's going on,((HOW DO I FEEL ABOUT MY PROGNOSIS ?)),"I'm just scared about it getting worse , and not being able to be there for my family .",0,1,1
p28,1,"I'm just scared about it getting worse , and not being able to be there for my family .",For sure have you would you want some time to talk to your family about what's going on,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p28,1,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,I know it's very unpredictable i'm so sorry to hear that,((YOU ARE SORRY THAT I HAVE CANCER |.|)),"Thank you. i only wish i had more time with my grandson. but who knows, there's always at least a chance i may get more time with him .",0,1,1
p28,1,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,I think you should say to them in an honest way that you have end-stage lung cancer and that you won't be able to survive much longer,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",0,0,1
p28,1,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,I'm still not really sure how i should break this news to my family i don't want them to be worried know for sure,((HOW IS MY MENTAL HEALTH ?)),"Well, i do try to keep carrying on, but sometimes i just feel down .",0,-1,-1
p28,1,"Well, i do try to keep carrying on, but sometimes i just feel down .",That makes sense would you want to see a therapist maybe about your feelings,((I SHOULD SEE A THERAPIST |.|)),I am not sure . do you think there's any medication i can try first ?,0,1,1
p28,1,I am not sure . do you think there's any medication i can try first ?,Fortunately i don't think there's any medication that you could try that will help this,((IS THE PAIN MEDICATION WORKING ?)),"Can we save that for later ? i'd be happy to talk about my medication, but first i want to figure out what's wrong with me and what it means for my future .",0,-1,-1
p28,1,"Can we save that for later ? i'd be happy to talk about my medication, but first i want to figure out what's wrong with me and what it means for my future .",Yeah so basically and means that your cancer is at the last stage and there no other treatment options left that will be,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,2,-1,-1
p28,1,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,It means that you have cancer in your lung that's traveled to the bone and it means that your cancer is that the end is it in the ending stages what do you think about that,((HOW DO I FEEL ABOUT MY PROGNOSIS ?)),"I'm just scared about it getting worse , and not being able to be there for my family .",0,1,1
p28,1,"I'm just scared about it getting worse , and not being able to be there for my family .",Would you want to talk to your family and then come back for another appointment,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p28,1,"I am sorry, i didn't quite understand. can you say it again ?",Tell me about what we discussed today and then come back for another appointment,((NIL QUESTION ?)),Would you mind rephrasing ?,0,0,0
p28,1,Would you mind rephrasing ?,Would you want to come back for another appointment after talking with your family,((NIL QUESTION ?)),"Sorry, i still didn't quite understand. i have some more questions, maybe we can come back to it.",0,0,0
p28,2,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Truth be told i've already scanned the results but don't understand what they are telling me it all seems very complicated could you explain to me what they mean,((YOU ARE NOT SURE WHAT MY TEST RESULTS MEAN |.|)),"Oh, sorry, i assumed you were sent the test results, from when i had my second ct scan a couple weeks after radiation . i was told that the tumor is still there, but i wasn't sure how to interpret that . they mentioned something about possible metastasis . could you explain what that means in simple terms ?",1,-1,-1
p28,2,"Oh, sorry, i assumed you were sent the test results, from when i had my second ct scan a couple weeks after radiation . i was told that the tumor is still there, but i wasn't sure how to interpret that . they mentioned something about possible metastasis . could you explain what that means in simple terms ?",This means that the tumor went to your bone how do you feel about that,((WHAT DO I UNDERSTAND ?)),"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",0,-1,1
p28,2,"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",I think it has gotten worse sophie's so does the cancer is going everywhere in your body that's what it means,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,-1
p28,2,Could you try your best to explain the test results to me ?,Could you try your best to explain the test results to me it means that they can,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p28,2,"I am sorry, i didn't quite understand. can you say it again ?",How do you feel about that,((WHAT DO I UNDERSTAND ?)),"It feels like my condition has gotten worse recently, but i don't really know what this means for me in the future .",0,-1,1
p28,2,"It feels like my condition has gotten worse recently, but i don't really know what this means for me in the future .",No,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,2,0,-1
p28,2,What do you think this means for me in the future ?,So would you want to find out about your prognosis,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p28,2,How long do you think i have left at this point ?,How long do you think i have left at this point i don't think you have much luck,((HOW DO I FEEL ABOUT MY PROGNOSIS ?)),I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,1,-1,-1
p28,2,I feel very anxious about my condition . i feel like it's gotten worse . i want to know what this means for me .,Exactly i don't think it bears good news,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p28,2,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,I still don't understand how this happened just three months ago i didn't even know i had cancer i know nana,((THE CAUSE OF MY CANCER IS UNCLEAR |.|)),I know that it's hard to say anything for certain. i just wish i could know how the cancer started. or if there was anything that i could have done to prevent it ?,1,-1,-1
p28,2,I know that it's hard to say anything for certain. i just wish i could know how the cancer started. or if there was anything that i could have done to prevent it ?,I don't think you could have done anything that would have prevented it,((NIL GIST |:| NOTHING FOUND FOR WHY DO I HAVE CANCER |.|)),I just don't understand why this had to affect me of all people . i'm thankful you're here to help me through it .,0,0,1
p28,2,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,Would you want your family to be here while i speak to both of you,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p28,2,"I am sorry, i didn't quite understand. can you say it again ?",You want me to explain to your family about what's going on,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p28,2,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",Would you want me to explain to your family,((NIL QUESTION ?)),Would you mind rephrasing ?,0,0,0
p28,2,Would you mind rephrasing ?,Should i discuss with your family,((NIL QUESTION ?)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p28,2,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",Should i talk about it with your family,((NIL QUESTION ?)),"Sorry, i still didn't quite understand. i have some more questions, maybe we can come back to it.",0,0,0
p28,2,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,Family to be here,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",2,0,-1
p25,1,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Sophie can you hear me all right,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p25,1,"I am sorry, i didn't quite understand. can you say it again ?",Sure sophie can you hear me,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p25,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",How are you doing today sophie,((HOW AM I DOING TODAY ?)),The pain isn't too bad today . i'm mostly just anxious .,0,1,1
p25,1,I still don't quite understand the test results. could you please explain in simple terms ?,I still don't quite understand the test results could you please explain in simple terms sure,((YOU ARE NOT SURE WHAT MY TEST RESULTS MEAN |.|)),"Oh, sorry, i assumed you were sent the test results, from when i had my second ct scan a couple weeks after radiation . i was told that the tumor is still there, but i wasn't sure how to interpret that . they mentioned something about possible metastasis . could you explain what that means in simple terms ?",1,-1,-1
p25,1,"Oh, sorry, i assumed you were sent the test results, from when i had my second ct scan a couple weeks after radiation . i was told that the tumor is still there, but i wasn't sure how to interpret that . they mentioned something about possible metastasis . could you explain what that means in simple terms ?",Before i give you more details can you tell me what you do understand about the information you received,((WHAT DO I UNDERSTAND ?)),"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",0,1,1
p25,1,"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",Yeah it's very confusing i can i can imagine and anxiety-provoking,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,1
p25,1,What do you think this means for me in the future ?,So unfortunately what you understood about the,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,2,0,-1
p25,1,How long do you think i have left at this point ?,So unfortunately i wish i had better news to give you but you are right that the cancer has progressed,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p25,1,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,Yes i can imagine that's that's awful awful to hear how quickly things had progressed and i wish that i had better news to tell you today but unfortunately the treatments have not been working the way we hoped,((NIL GIST |:| NOTHING FOUND FOR WHY DO I HAVE CANCER |.|)),I just don't understand why this had to affect me of all people . i'm thankful you're here to help me through it .,0,0,1
p25,1,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,Sure it's very difficult and i can only imagine how you must be feeling right now that it's not fair that's what i'm hearing is that it's really not fair that you're going through this and i agree this really is is awful to be going through and i can imagine it's even more anxiety-provoking that now you have to tell your family how can how can i help,((AM I FOLLOWING WHAT YOU SAY ?)),I think i'm following . it's just very difficult to take in . do you have any specific questions for me about my condition ?,0,-1,-1
p25,1,I think i'm following . it's just very difficult to take in . do you have any specific questions for me about my condition ?,What kind of symptoms are you currently what are the most bothersome symptoms right now for you how can we help you,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p25,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",We would like to find ways to support you whether that means emotionally or some of the symptoms that you find most bothersome we are going to be here for you,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p25,2,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Truth be told i've already scanned the results but don't understand what they are telling me it all seems very complicated could you explain to me what they mean yes definitely,((YOU ARE NOT SURE WHAT MY TEST RESULTS MEAN |.|)),"Oh, sorry, i assumed you were sent the test results, from when i had my second ct scan a couple weeks after radiation . i was told that the tumor is still there, but i wasn't sure how to interpret that . they mentioned something about possible metastasis . could you explain what that means in simple terms ?",1,-1,-1
p25,2,"Oh, sorry, i assumed you were sent the test results, from when i had my second ct scan a couple weeks after radiation . i was told that the tumor is still there, but i wasn't sure how to interpret that . they mentioned something about possible metastasis . could you explain what that means in simple terms ?",Can do you have any specific questions that you would like me to answer before i go into the details of your scams,((DO I HAVE A QUESTION ABOUT MY TEST RESULTS ?)),I still don't quite understand the test results. could you please explain in simple terms ?,0,1,1
p25,2,I still don't quite understand the test results. could you please explain in simple terms ?,The results showed that the tumor is still there and that the therapies have not been working like we hoped they would,((THE TEST RESULTS SHOW THAT THE RADIATION IS NOT WORKING |.|)),"I'm not surprised to hear the radiation did not help, as my pain has gotten worse in these past couple of weeks . but what does this mean for my future ? how long do i have left ?",0,1,1
p25,2,"I'm not surprised to hear the radiation did not help, as my pain has gotten worse in these past couple of weeks . but what does this mean for my future ? how long do i have left ?",I'm so sorry to hear that your pain has gotten worse i want to make sure that we help you with that unfortunately we are running out of options,((AM I READY TO START DISCUSSING TREATMENT OPTIONS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,-1,-1
p25,2,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,Imagine this is really scary to hear that the treatment did not work what is your understanding right now of where we're at,((THE TEST RESULTS SHOW THAT THE RADIATION IS NOT WORKING |.|)),"If the radiation couldn't stop my cancer, then what does that mean for my future ? how much time do i have left ?",0,-1,-1
p25,2,"If the radiation couldn't stop my cancer, then what does that mean for my future ? how much time do i have left ?",I wish i had better news to give you today,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,-1
p25,2,"If the radiation couldn't stop my cancer, then what does that mean for my future ? how much time do i have left ?",Can you help me better understand what is most important to you going forward,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p25,2,"I am sorry, i didn't quite understand. can you say it again ?",You help me understand what is important to you going forward,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p25,2,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",If we could not treat your cancer what would you like us to focus on what is important to you,((WHAT ARE MY TREATMENT GOALS ?)),I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,0,1,1
p25,2,I'm not ready to talk about treatment options yet. i want to figure out what's wrong with me and what it all means for my future.,Is there anyone that you would like us to talk to and give information to,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p25,2,I still am not sure i understand the results . do you mind explaining it to me again ?,Unfortunately the results showed that your tumor is not going away with treatment we want to make sure you have all the information to make the best decision for you,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p25,2,I'm still having a bit of trouble understanding. would you mind rephrasing ?,The scans showed that the tumor is still there despite the treatment,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",0,0,0
p25,2,"Sorry, i didn't catch that. could you repeat that one more time using a different phrasing ?",Your most recent scans showed that the tumor did not decrease in size despite the treatment how much more would,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"Sorry, i'm still not hearing you very well. i'm just really anxious. i have some more questions for now, maybe we can come back to it later.",2,0,0
p25,2,What do you think this means for me in the future ?,And that this is very anxiety-provoking i hope that,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I suppose these things can be hard to predict .,2,0,-1
p25,2,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,I'm so sorry i wish i had better news to give you,((YOU ARE SORRY THAT I HAVE CANCER |.|)),"Thank you. i only wish i had more time with my grandson. but who knows, there's always at least a chance i may get more time with him .",0,1,1
p25,2,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,It sounds like your family is very important to you we want to make sure that we can maximize your time with them but also maximize your quality of life,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",0,0,-1
p25,2,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,There is no easy way to do this and i would be happy to help you if you wanted to bring them in and we could all talk together how does that sound,((HOW DOES THAT SOUND ?)),I think what you said makes sense to me .,0,1,1
p39,1,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Sure sophie my name is stacy and is there anyone that can come and be with you right now for this appointment,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p39,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",Do you have any family that can come and be with you right now,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p39,1,"I am sorry, i didn't quite understand. can you say it again ?",What questions did you have about your ct scan,((DO I HAVE A QUESTION ABOUT MY TEST RESULTS ?)),I still don't quite understand the test results. could you please explain in simple terms ?,0,1,1
p39,1,I still don't quite understand the test results. could you please explain in simple terms ?,Unfortunately it looks like your cancer is not getting better,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p39,1,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Unfortunately your cancer is growing and we,((THE TEST RESULTS SHOW THAT MY CANCER HAS SPREAD |.|)),"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",2,1,1
p39,1,"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",I'm so sorry to be the one delivering this news it look,((NIL GIST |:| NOTHING FOUND FOR PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,2,0,-1
p39,1,I want you to be honest with me . how long do you think i have left ?,It's hard to say it could be anywhere from three months to a year,((THE PROGNOSIS IS THAT I MAY LIVE FOR THREE MONTHS |.|)),"That's difficult to hear . are you certain i don't have any more time than three months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",0,1,1
p39,1,"That's difficult to hear . are you certain i don't have any more time than three months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",I really hope that that will happen with you,((NIL GIST |:| NOTHING FOUND FOR DENIAL OF PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p39,1,I quit smoking as soon as i heard my diagnosis . does that help at all ?,I'm sure that stopping smoking help to not create more cancer but unfortunately sometimes the damage is already done,((QUITTING SMOKING WILL MAKE MY PROGNOSIS BETTER |.|)),"Either way, i'm glad i quit . after all , i have my grandson to think about . i know the test results say one thing , but do you think i'll live to see his graduation ? he's in middle school right now .",0,-1,1
p39,1,"Either way, i'm glad i quit . after all , i have my grandson to think about . i know the test results say one thing , but do you think i'll live to see his graduation ? he's in middle school right now .",You may be able to what's your grandson's name,((MY PROGNOSIS IS THAT I MIGHT LIVE TO ATTEND THE GRADUATION OF MY GRANDSON |.|)),"Oh. well, i know how difficult these things are to figure out . i'll keep spending time with my grandson and hope for the best .",0,1,-1
p39,1,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,Sometimes these things can happen quickly and i'm very sorry that i'm the one that has to tell you it,((YOU ARE SORRY THAT I HAVE CANCER |.|)),"Thank you. i only wish i had more time with my grandson. but who knows, there's always at least a chance i may get more time with him .",0,1,1
p39,1,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,I think it's really important to have a conversation with your family and tell them that you're sick and don't have much longer to live,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",0,0,1
p39,1,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,I think maybe sitting them down and explaining that the cancer has spread and that you will do whatever you can to continue to be safe and pain-free,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Alright. i'll do what i can, even if the conversation will be challenging. my family has to know the truth.",0,0,1
p39,2,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Short is it okay with you if i share your results today,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p39,2,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",Can i share your results with you,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p39,2,"I am sorry, i didn't quite understand. can you say it again ?",What concerns do you have,((DO I HAVE A QUESTION ABOUT MY TEST RESULTS ?)),I still don't quite understand the test results. could you please explain in simple terms ?,0,1,1
p39,2,I still don't quite understand the test results. could you please explain in simple terms ?,It looks like your cancer has spread,((THE TEST RESULTS SHOW THAT MY CANCER HAS SPREAD |.|)),"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",0,1,1
p39,2,"Those are not the words i wanted to hear . i mean, i was bracing for the worst, since i could tell by the pain that it's bad . but to hear that the cancer has spread is quite depressing . what does it all mean for me ?",I'm very sorry to be the one to break this news to you but it looks like you have about three months to a year to live,((THE PROGNOSIS IS THAT I MAY LIVE FOR THREE MONTHS |.|)),"That's difficult to hear . are you certain i don't have any more time than three months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",0,1,1
p39,2,"That's difficult to hear . are you certain i don't have any more time than three months ? i had an uncle fred who was told he had two or three months to live , but he held on for a year and a half .",There are always exceptions and you maybe one of them are you prepared to talk to your family about this,((NIL GIST |:| NOTHING FOUND FOR DENIAL OF PROGNOSIS |.|)),I know it's not easy to say for sure. i would like to be fully prepared for the future though .,0,0,-1
p39,2,I quit smoking as soon as i heard my diagnosis . does that help at all ?,Unfortunately the damage was probably already done,((NIL GIST |:| NOTHING FOUND FOR SMOKING RELATED BARGAINING OF PROGNOSIS |.|)),I suppose these things can be hard to predict .,0,0,-1
p39,2,I still don't understand how this happened! just three months ago i didn't even know i had cancer.,Sometimes they happen quickly is your family around here,((CANCER CAN AFFECT THE HUMAN BODY SUDDENLY |.|)),"It's as though in a matter of months, my entire life has been turned upside down! so many things that i took for granted about my future are now unknown . it scares me a lot .",0,1,-1
p39,2,"It's as though in a matter of months, my entire life has been turned upside down! so many things that i took for granted about my future are now unknown . it scares me a lot .",I hear what you're saying do you have family that lives close by,((NIL GIST |:| NOTHING FOUND FOR QUESTION ABOUT MY ENERGY |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p39,2,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",Your family live around here,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),I'm still having a bit of trouble understanding. would you mind rephrasing ?,0,0,0
p39,2,I'm still having a bit of trouble understanding. would you mind rephrasing ?,Do you have a family,((NIL QUESTION ?)),"I am sorry, i didn't quite understand. can you say it again ?",0,0,0
p39,2,"I am sorry, i didn't quite understand. can you say it again ?",What is your family,((NIL QUESTION ?)),Would you mind rephrasing ?,2,0,0
p39,2,Would you mind rephrasing ?,Are you close with your family,((NIL QUESTION ?)),"Sorry, i still didn't quite understand. i have some more questions, maybe we can come back to it.",0,0,0
p39,2,I haven't told my family everything yet . i wanted to wait to talk to you first . what should i say to them ?,That's fine what other questions,((NIL GIST |:| NOTHING FOUND FOR TELL FAMILY |.|)),"Okay . it will be difficult, but my family and i will have to be strong .",2,0,-1
p39,2,I'm still not really sure how i should break this news to my family . i don't want them to be worried .,I can be there when you tell them the news,((YOU WILL BE AVAILABLE TO HELP ME AND MY FAMILY DURING MY CANCER TREATMENT |.|)),"That's such a relief to hear. i'm happy that, between you and my family, i won't be alone in all this. i'm still a little nervous about telling them though. is there any suggestions you have for delivering bad news ?",0,1,1
p39,2,"That's such a relief to hear. i'm happy that, between you and my family, i won't be alone in all this. i'm still a little nervous about telling them though. is there any suggestions you have for delivering bad news ?",I think just being honest with them will help,((I SHOULD TELL MY FAMILY THE FULL TRUTH ABOUT MY CANCER |.|)),"Okay . it will be hard to give them such bleak news, but they deserve to know the truth .",0,1,1
p18,1,"Truth be told, i've already scanned the results, but don't understand what they are telling me. it all seems very complicated . could you explain to me what they mean ?",Hi sophie i would definitely like to explain what your results mean to you,((NIL GIST |:| NOTHING FOUND FOR TEST RESULTS |.|)),"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",0,0,0
p18,1,"I am sorry, i'm having trouble understanding. could you try saying it again, a bit more clearly ?",What do you know about your cancer so far,((WHAT DO I UNDERSTAND ?)),"I don't really understand it very well . it feels like my cancer has gotten worse, but i'm not sure how bad it is .",0,1,1
